,Unnamed: 0,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,casia-session,casia-patient,casia-img_id,buaa-patient,buaa-image_type,customdb-patient,new_filetype,split
5740,9766,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Disgust/003.jpeg,003.jpeg,oulucasia-P053-Disgust-003.jpg,P053,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5741,9767,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Fear/014.jpeg,014.jpeg,oulucasia-P053-Fear-014.jpg,P053,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5742,9768,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Fear/021.jpeg,021.jpeg,oulucasia-P053-Fear-021.jpg,P053,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
5743,9769,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Fear/009.jpeg,009.jpeg,oulucasia-P053-Fear-009.jpg,P053,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5744,9770,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Fear/010.jpeg,010.jpeg,oulucasia-P053-Fear-010.jpg,P053,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5745,9771,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Fear/019.jpeg,019.jpeg,oulucasia-P053-Fear-019.jpg,P053,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5746,9772,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Happiness/013.jpeg,013.jpeg,oulucasia-P053-Happiness-013.jpg,P053,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5747,9773,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Happiness/019.jpeg,019.jpeg,oulucasia-P053-Happiness-019.jpg,P053,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg,train
5748,9774,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Happiness/000.jpeg,000.jpeg,oulucasia-P053-Happiness-000.jpg,P053,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5749,9775,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Happiness/017.jpeg,017.jpeg,oulucasia-P053-Happiness-017.jpg,P053,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5750,9776,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Happiness/001.jpeg,001.jpeg,oulucasia-P053-Happiness-001.jpg,P053,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5751,9777,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Sadness/004.jpeg,004.jpeg,oulucasia-P053-Sadness-004.jpg,P053,Sadness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5752,9778,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Sadness/018.jpeg,018.jpeg,oulucasia-P053-Sadness-018.jpg,P053,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
5753,9779,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Sadness/017.jpeg,017.jpeg,oulucasia-P053-Sadness-017.jpg,P053,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5754,9780,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Sadness/008.jpeg,008.jpeg,oulucasia-P053-Sadness-008.jpg,P053,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5755,9781,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Sadness/006.jpeg,006.jpeg,oulucasia-P053-Sadness-006.jpg,P053,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5756,9782,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Surprise/008.jpeg,008.jpeg,oulucasia-P053-Surprise-008.jpg,P053,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5757,9783,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Surprise/002.jpeg,002.jpeg,oulucasia-P053-Surprise-002.jpg,P053,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5758,9784,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Surprise/001.jpeg,001.jpeg,oulucasia-P053-Surprise-001.jpg,P053,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5759,9785,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Surprise/022.jpeg,022.jpeg,oulucasia-P053-Surprise-022.jpg,P053,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
5760,9786,oulucasia,nir,data/B_OriginalImg/NI/Strong/P053/Surprise/004.jpeg,004.jpeg,oulucasia-P053-Surprise-004.jpg,P053,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5761,9787,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Anger/002.jpeg,002.jpeg,oulucasia-P054-Anger-002.jpg,P054,Anger,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5762,9788,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Anger/022.jpeg,022.jpeg,oulucasia-P054-Anger-022.jpg,P054,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg,test
5763,9789,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Anger/008.jpeg,008.jpeg,oulucasia-P054-Anger-008.jpg,P054,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,test
5764,9790,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Anger/000.jpeg,000.jpeg,oulucasia-P054-Anger-000.jpg,P054,Anger,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5765,9791,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Anger/021.jpeg,021.jpeg,oulucasia-P054-Anger-021.jpg,P054,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg,test
5766,9792,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Disgust/008.jpeg,008.jpeg,oulucasia-P054-Disgust-008.jpg,P054,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5767,9793,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Disgust/016.jpeg,016.jpeg,oulucasia-P054-Disgust-016.jpg,P054,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,test
5768,9794,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Disgust/000.jpeg,000.jpeg,oulucasia-P054-Disgust-000.jpg,P054,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5769,9795,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Disgust/005.jpeg,005.jpeg,oulucasia-P054-Disgust-005.jpg,P054,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5770,9796,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Disgust/010.jpeg,010.jpeg,oulucasia-P054-Disgust-010.jpg,P054,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,test
5771,9797,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Fear/013.jpeg,013.jpeg,oulucasia-P054-Fear-013.jpg,P054,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,test
5772,9798,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Fear/008.jpeg,008.jpeg,oulucasia-P054-Fear-008.jpg,P054,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,test
5773,9799,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Fear/002.jpeg,002.jpeg,oulucasia-P054-Fear-002.jpg,P054,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5774,9800,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Fear/001.jpeg,001.jpeg,oulucasia-P054-Fear-001.jpg,P054,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5775,9801,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Fear/004.jpeg,004.jpeg,oulucasia-P054-Fear-004.jpg,P054,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5776,9802,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Happiness/012.jpeg,012.jpeg,oulucasia-P054-Happiness-012.jpg,P054,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,test
5777,9803,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Happiness/007.jpeg,007.jpeg,oulucasia-P054-Happiness-007.jpg,P054,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,test
5778,9804,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Happiness/020.jpeg,020.jpeg,oulucasia-P054-Happiness-020.jpg,P054,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg,test
5779,9805,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Happiness/016.jpeg,016.jpeg,oulucasia-P054-Happiness-016.jpg,P054,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,test
5780,9806,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Happiness/000.jpeg,000.jpeg,oulucasia-P054-Happiness-000.jpg,P054,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5781,9807,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Sadness/008.jpeg,008.jpeg,oulucasia-P054-Sadness-008.jpg,P054,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg,test
5782,9808,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Sadness/021.jpeg,021.jpeg,oulucasia-P054-Sadness-021.jpg,P054,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg,test
5783,9809,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Sadness/019.jpeg,019.jpeg,oulucasia-P054-Sadness-019.jpg,P054,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg,test
5784,9810,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Sadness/005.jpeg,005.jpeg,oulucasia-P054-Sadness-005.jpg,P054,Sadness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5785,9811,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Sadness/023.jpeg,023.jpeg,oulucasia-P054-Sadness-023.jpg,P054,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg,test
5786,9812,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Surprise/005.jpeg,005.jpeg,oulucasia-P054-Surprise-005.jpg,P054,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5787,9813,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Surprise/018.jpeg,018.jpeg,oulucasia-P054-Surprise-018.jpg,P054,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg,test
5788,9814,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Surprise/002.jpeg,002.jpeg,oulucasia-P054-Surprise-002.jpg,P054,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5789,9815,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Surprise/020.jpeg,020.jpeg,oulucasia-P054-Surprise-020.jpg,P054,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg,test
5790,9816,oulucasia,nir,data/B_OriginalImg/NI/Strong/P054/Surprise/014.jpeg,014.jpeg,oulucasia-P054-Surprise-014.jpg,P054,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg,test
5791,9817,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Anger/023.jpeg,023.jpeg,oulucasia-P055-Anger-023.jpg,P055,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
5792,9818,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Anger/011.jpeg,011.jpeg,oulucasia-P055-Anger-011.jpg,P055,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5793,9819,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Anger/017.jpeg,017.jpeg,oulucasia-P055-Anger-017.jpg,P055,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5794,9820,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Anger/020.jpeg,020.jpeg,oulucasia-P055-Anger-020.jpg,P055,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
5795,9821,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Anger/007.jpeg,007.jpeg,oulucasia-P055-Anger-007.jpg,P055,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5796,9822,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Disgust/004.jpeg,004.jpeg,oulucasia-P055-Disgust-004.jpg,P055,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5797,9823,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Disgust/010.jpeg,010.jpeg,oulucasia-P055-Disgust-010.jpg,P055,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5798,9824,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Disgust/006.jpeg,006.jpeg,oulucasia-P055-Disgust-006.jpg,P055,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5799,9825,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Disgust/012.jpeg,012.jpeg,oulucasia-P055-Disgust-012.jpg,P055,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5800,9826,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Disgust/003.jpeg,003.jpeg,oulucasia-P055-Disgust-003.jpg,P055,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5801,9827,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Fear/019.jpeg,019.jpeg,oulucasia-P055-Fear-019.jpg,P055,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
5802,9828,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Fear/018.jpeg,018.jpeg,oulucasia-P055-Fear-018.jpg,P055,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
5803,9829,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Fear/020.jpeg,020.jpeg,oulucasia-P055-Fear-020.jpg,P055,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
5804,9830,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Fear/001.jpeg,001.jpeg,oulucasia-P055-Fear-001.jpg,P055,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5805,9831,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Fear/004.jpeg,004.jpeg,oulucasia-P055-Fear-004.jpg,P055,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5806,9832,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Happiness/005.jpeg,005.jpeg,oulucasia-P055-Happiness-005.jpg,P055,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5807,9833,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Happiness/006.jpeg,006.jpeg,oulucasia-P055-Happiness-006.jpg,P055,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5808,9834,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Happiness/018.jpeg,018.jpeg,oulucasia-P055-Happiness-018.jpg,P055,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg,train
5809,9835,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Happiness/010.jpeg,010.jpeg,oulucasia-P055-Happiness-010.jpg,P055,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5810,9836,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Happiness/019.jpeg,019.jpeg,oulucasia-P055-Happiness-019.jpg,P055,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg,train
5811,9837,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Sadness/000.jpeg,000.jpeg,oulucasia-P055-Sadness-000.jpg,P055,Sadness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5812,9838,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Sadness/005.jpeg,005.jpeg,oulucasia-P055-Sadness-005.jpg,P055,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5813,9839,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Sadness/013.jpeg,013.jpeg,oulucasia-P055-Sadness-013.jpg,P055,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
5814,9840,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Sadness/010.jpeg,010.jpeg,oulucasia-P055-Sadness-010.jpg,P055,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5815,9841,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Sadness/007.jpeg,007.jpeg,oulucasia-P055-Sadness-007.jpg,P055,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5816,9842,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Surprise/019.jpeg,019.jpeg,oulucasia-P055-Surprise-019.jpg,P055,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
5817,9843,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Surprise/006.jpeg,006.jpeg,oulucasia-P055-Surprise-006.jpg,P055,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5818,9844,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Surprise/002.jpeg,002.jpeg,oulucasia-P055-Surprise-002.jpg,P055,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5819,9845,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Surprise/008.jpeg,008.jpeg,oulucasia-P055-Surprise-008.jpg,P055,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5820,9846,oulucasia,nir,data/B_OriginalImg/NI/Strong/P055/Surprise/011.jpeg,011.jpeg,oulucasia-P055-Surprise-011.jpg,P055,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5821,9847,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Anger/003.jpeg,003.jpeg,oulucasia-P056-Anger-003.jpg,P056,Anger,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5822,9848,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Anger/017.jpeg,017.jpeg,oulucasia-P056-Anger-017.jpg,P056,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
5823,9849,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Anger/000.jpeg,000.jpeg,oulucasia-P056-Anger-000.jpg,P056,Anger,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5824,9850,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Anger/014.jpeg,014.jpeg,oulucasia-P056-Anger-014.jpg,P056,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5825,9851,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Anger/002.jpeg,002.jpeg,oulucasia-P056-Anger-002.jpg,P056,Anger,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5826,9852,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Disgust/006.jpeg,006.jpeg,oulucasia-P056-Disgust-006.jpg,P056,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5827,9853,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Disgust/018.jpeg,018.jpeg,oulucasia-P056-Disgust-018.jpg,P056,Disgust,jpeg,mongo,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
5828,9854,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Disgust/014.jpeg,014.jpeg,oulucasia-P056-Disgust-014.jpg,P056,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5829,9855,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Disgust/005.jpeg,005.jpeg,oulucasia-P056-Disgust-005.jpg,P056,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5830,9856,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Disgust/020.jpeg,020.jpeg,oulucasia-P056-Disgust-020.jpg,P056,Disgust,jpeg,mongo,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
5831,9857,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Fear/006.jpeg,006.jpeg,oulucasia-P056-Fear-006.jpg,P056,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5832,9858,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Fear/017.jpeg,017.jpeg,oulucasia-P056-Fear-017.jpg,P056,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
5833,9859,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Fear/011.jpeg,011.jpeg,oulucasia-P056-Fear-011.jpg,P056,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5834,9860,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Fear/012.jpeg,012.jpeg,oulucasia-P056-Fear-012.jpg,P056,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5835,9861,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Fear/010.jpeg,010.jpeg,oulucasia-P056-Fear-010.jpg,P056,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5836,9862,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Happiness/006.jpeg,006.jpeg,oulucasia-P056-Happiness-006.jpg,P056,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5837,9863,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Happiness/005.jpeg,005.jpeg,oulucasia-P056-Happiness-005.jpg,P056,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5838,9864,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Happiness/000.jpeg,000.jpeg,oulucasia-P056-Happiness-000.jpg,P056,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5839,9865,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Happiness/004.jpeg,004.jpeg,oulucasia-P056-Happiness-004.jpg,P056,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5840,9866,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Happiness/007.jpeg,007.jpeg,oulucasia-P056-Happiness-007.jpg,P056,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5841,9867,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Sadness/026.jpeg,026.jpeg,oulucasia-P056-Sadness-026.jpg,P056,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
5842,9868,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Sadness/000.jpeg,000.jpeg,oulucasia-P056-Sadness-000.jpg,P056,Sadness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5843,9869,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Sadness/007.jpeg,007.jpeg,oulucasia-P056-Sadness-007.jpg,P056,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5844,9870,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Sadness/002.jpeg,002.jpeg,oulucasia-P056-Sadness-002.jpg,P056,Sadness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5845,9871,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Sadness/012.jpeg,012.jpeg,oulucasia-P056-Sadness-012.jpg,P056,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5846,9872,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Surprise/021.jpeg,021.jpeg,oulucasia-P056-Surprise-021.jpg,P056,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
5847,9873,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Surprise/001.jpeg,001.jpeg,oulucasia-P056-Surprise-001.jpg,P056,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5848,9874,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Surprise/000.jpeg,000.jpeg,oulucasia-P056-Surprise-000.jpg,P056,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5849,9875,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Surprise/013.jpeg,013.jpeg,oulucasia-P056-Surprise-013.jpg,P056,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5850,9876,oulucasia,nir,data/B_OriginalImg/NI/Strong/P056/Surprise/018.jpeg,018.jpeg,oulucasia-P056-Surprise-018.jpg,P056,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
5851,9877,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Anger/006.jpeg,006.jpeg,oulucasia-P057-Anger-006.jpg,P057,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5852,9878,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Anger/015.jpeg,015.jpeg,oulucasia-P057-Anger-015.jpg,P057,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
5853,9879,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Anger/011.jpeg,011.jpeg,oulucasia-P057-Anger-011.jpg,P057,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5854,9880,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Anger/010.jpeg,010.jpeg,oulucasia-P057-Anger-010.jpg,P057,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
