,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,casia-session,casia-patient,casia-img_id,buaa-patient,buaa-image_type,customdb-patient,new_filetype
12992,oulucasia,vis,data/B_OriginalImg/VL/Strong/P080/Surprise/028.jpeg,028.jpeg,oulucasia-P080-Surprise-028.jpg,P080,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg
12993,oulucasia,vis,data/B_OriginalImg/VL/Strong/P080/Surprise/015.jpeg,015.jpeg,oulucasia-P080-Surprise-015.jpg,P080,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg
12994,oulucasia,vis,data/B_OriginalImg/VL/Strong/P080/Surprise/026.jpeg,026.jpeg,oulucasia-P080-Surprise-026.jpg,P080,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg
12995,oulucasia,vis,data/B_OriginalImg/VL/Strong/P080/Surprise/002.jpeg,002.jpeg,oulucasia-P080-Surprise-002.jpg,P080,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg
12996,oulucasia,vis,data/B_OriginalImg/VL/Strong/P080/Surprise/027.jpeg,027.jpeg,oulucasia-P080-Surprise-027.jpg,P080,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg
12997,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00001_004.bmp,s1_NIR_00001_004.bmp,casia-s1_NIR_00001_004.jpg,,,bmp,mongo,,,,,1.0,1.0,4.0,,,,jpg
12998,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00002_001.bmp,s1_NIR_00002_001.bmp,casia-s1_NIR_00002_001.jpg,,,bmp,mongo,,,,,1.0,2.0,1.0,,,,jpg
12999,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00003_010.bmp,s1_NIR_00003_010.bmp,casia-s1_NIR_00003_010.jpg,,,bmp,mongo,,,,,1.0,3.0,10.0,,,,jpg
13000,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00004_007.bmp,s1_NIR_00004_007.bmp,casia-s1_NIR_00004_007.jpg,,,bmp,mongo,,,,,1.0,4.0,7.0,,,,jpg
13001,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00005_008.bmp,s1_NIR_00005_008.bmp,casia-s1_NIR_00005_008.jpg,,,bmp,mongo,,,,,1.0,5.0,8.0,,,,jpg
13002,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_00005_012.bmp,s2_NIR_00005_012.bmp,casia-s2_NIR_00005_012.jpg,,,bmp,mongo,,,,,2.0,5.0,12.0,,,,jpg
13003,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00006_008.bmp,s1_NIR_00006_008.bmp,casia-s1_NIR_00006_008.jpg,,,bmp,mongo,,,,,1.0,6.0,8.0,,,,jpg
13004,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00007_005.bmp,s1_NIR_00007_005.bmp,casia-s1_NIR_00007_005.jpg,,,bmp,mongo,,,,,1.0,7.0,5.0,,,,jpg
13005,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00008_003.bmp,s1_NIR_00008_003.bmp,casia-s1_NIR_00008_003.jpg,,,bmp,mongo,,,,,1.0,8.0,3.0,,,,jpg
13006,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00009_010.bmp,s1_NIR_00009_010.bmp,casia-s1_NIR_00009_010.jpg,,,bmp,mongo,,,,,1.0,9.0,10.0,,,,jpg
13007,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00010_002.bmp,s1_NIR_00010_002.bmp,casia-s1_NIR_00010_002.jpg,,,bmp,mongo,,,,,1.0,10.0,2.0,,,,jpg
13010,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00013_009.bmp,s1_NIR_00013_009.bmp,casia-s1_NIR_00013_009.jpg,,,bmp,mongo,,,,,1.0,13.0,9.0,,,,jpg
13011,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00014_011.bmp,s1_NIR_00014_011.bmp,casia-s1_NIR_00014_011.jpg,,,bmp,mongo,,,,,1.0,14.0,11.0,,,,jpg
13012,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00015_010.bmp,s1_NIR_00015_010.bmp,casia-s1_NIR_00015_010.jpg,,,bmp,mongo,,,,,1.0,15.0,10.0,,,,jpg
13013,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00016_010.bmp,s1_NIR_00016_010.bmp,casia-s1_NIR_00016_010.jpg,,,bmp,mongo,,,,,1.0,16.0,10.0,,,,jpg
13015,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00018_008.bmp,s1_NIR_00018_008.bmp,casia-s1_NIR_00018_008.jpg,,,bmp,mongo,,,,,1.0,18.0,8.0,,,,jpg
13016,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00019_001.bmp,s1_NIR_00019_001.bmp,casia-s1_NIR_00019_001.jpg,,,bmp,mongo,,,,,1.0,19.0,1.0,,,,jpg
13017,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00020_006.bmp,s1_NIR_00020_006.bmp,casia-s1_NIR_00020_006.jpg,,,bmp,mongo,,,,,1.0,20.0,6.0,,,,jpg
13018,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00021_003.bmp,s1_NIR_00021_003.bmp,casia-s1_NIR_00021_003.jpg,,,bmp,mongo,,,,,1.0,21.0,3.0,,,,jpg
13019,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00022_008.bmp,s1_NIR_00022_008.bmp,casia-s1_NIR_00022_008.jpg,,,bmp,mongo,,,,,1.0,22.0,8.0,,,,jpg
13020,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00023_008.bmp,s1_NIR_00023_008.bmp,casia-s1_NIR_00023_008.jpg,,,bmp,mongo,,,,,1.0,23.0,8.0,,,,jpg
13021,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00024_005.bmp,s1_NIR_00024_005.bmp,casia-s1_NIR_00024_005.jpg,,,bmp,mongo,,,,,1.0,24.0,5.0,,,,jpg
13022,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00025_001.bmp,s1_NIR_00025_001.bmp,casia-s1_NIR_00025_001.jpg,,,bmp,mongo,,,,,1.0,25.0,1.0,,,,jpg
13023,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00026_001.bmp,s1_NIR_00026_001.bmp,casia-s1_NIR_00026_001.jpg,,,bmp,mongo,,,,,1.0,26.0,1.0,,,,jpg
13024,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00027_011.bmp,s1_NIR_00027_011.bmp,casia-s1_NIR_00027_011.jpg,,,bmp,mongo,,,,,1.0,27.0,11.0,,,,jpg
13025,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00028_001.bmp,s1_NIR_00028_001.bmp,casia-s1_NIR_00028_001.jpg,,,bmp,mongo,,,,,1.0,28.0,1.0,,,,jpg
13026,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00029_009.bmp,s1_NIR_00029_009.bmp,casia-s1_NIR_00029_009.jpg,,,bmp,mongo,,,,,1.0,29.0,9.0,,,,jpg
13028,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00031_004.bmp,s1_NIR_00031_004.bmp,casia-s1_NIR_00031_004.jpg,,,bmp,mongo,,,,,1.0,31.0,4.0,,,,jpg
13029,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00032_004.bmp,s1_NIR_00032_004.bmp,casia-s1_NIR_00032_004.jpg,,,bmp,mongo,,,,,1.0,32.0,4.0,,,,jpg
13030,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00033_007.bmp,s1_NIR_00033_007.bmp,casia-s1_NIR_00033_007.jpg,,,bmp,mongo,,,,,1.0,33.0,7.0,,,,jpg
13031,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00034_008.bmp,s1_NIR_00034_008.bmp,casia-s1_NIR_00034_008.jpg,,,bmp,mongo,,,,,1.0,34.0,8.0,,,,jpg
13032,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00035_010.bmp,s1_NIR_00035_010.bmp,casia-s1_NIR_00035_010.jpg,,,bmp,mongo,,,,,1.0,35.0,10.0,,,,jpg
13034,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00037_007.bmp,s1_NIR_00037_007.bmp,casia-s1_NIR_00037_007.jpg,,,bmp,mongo,,,,,1.0,37.0,7.0,,,,jpg
13035,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00038_011.bmp,s1_NIR_00038_011.bmp,casia-s1_NIR_00038_011.jpg,,,bmp,mongo,,,,,1.0,38.0,11.0,,,,jpg
13036,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00039_008.bmp,s1_NIR_00039_008.bmp,casia-s1_NIR_00039_008.jpg,,,bmp,mongo,,,,,1.0,39.0,8.0,,,,jpg
13037,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00040_001.bmp,s1_NIR_00040_001.bmp,casia-s1_NIR_00040_001.jpg,,,bmp,mongo,,,,,1.0,40.0,1.0,,,,jpg
13038,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00041_009.bmp,s1_NIR_00041_009.bmp,casia-s1_NIR_00041_009.jpg,,,bmp,mongo,,,,,1.0,41.0,9.0,,,,jpg
13039,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00042_019.bmp,s1_NIR_00042_019.bmp,casia-s1_NIR_00042_019.jpg,,,bmp,mongo,,,,,1.0,42.0,19.0,,,,jpg
13040,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00043_003.bmp,s1_NIR_00043_003.bmp,casia-s1_NIR_00043_003.jpg,,,bmp,mongo,,,,,1.0,43.0,3.0,,,,jpg
13041,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00044_002.bmp,s1_NIR_00044_002.bmp,casia-s1_NIR_00044_002.jpg,,,bmp,mongo,,,,,1.0,44.0,2.0,,,,jpg
13042,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00045_011.bmp,s1_NIR_00045_011.bmp,casia-s1_NIR_00045_011.jpg,,,bmp,mongo,,,,,1.0,45.0,11.0,,,,jpg
13043,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00046_014.bmp,s1_NIR_00046_014.bmp,casia-s1_NIR_00046_014.jpg,,,bmp,mongo,,,,,1.0,46.0,14.0,,,,jpg
13044,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00047_017.bmp,s1_NIR_00047_017.bmp,casia-s1_NIR_00047_017.jpg,,,bmp,mongo,,,,,1.0,47.0,17.0,,,,jpg
13045,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00048_002.bmp,s1_NIR_00048_002.bmp,casia-s1_NIR_00048_002.jpg,,,bmp,mongo,,,,,1.0,48.0,2.0,,,,jpg
13046,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00049_015.bmp,s1_NIR_00049_015.bmp,casia-s1_NIR_00049_015.jpg,,,bmp,mongo,,,,,1.0,49.0,15.0,,,,jpg
13047,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00050_009.bmp,s1_NIR_00050_009.bmp,casia-s1_NIR_00050_009.jpg,,,bmp,mongo,,,,,1.0,50.0,9.0,,,,jpg
13049,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00052_022.bmp,s1_NIR_00052_022.bmp,casia-s1_NIR_00052_022.jpg,,,bmp,mongo,,,,,1.0,52.0,22.0,,,,jpg
13050,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00053_007.bmp,s1_NIR_00053_007.bmp,casia-s1_NIR_00053_007.jpg,,,bmp,mongo,,,,,1.0,53.0,7.0,,,,jpg
13051,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00054_003.bmp,s1_NIR_00054_003.bmp,casia-s1_NIR_00054_003.jpg,,,bmp,mongo,,,,,1.0,54.0,3.0,,,,jpg
13052,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00055_011.bmp,s1_NIR_00055_011.bmp,casia-s1_NIR_00055_011.jpg,,,bmp,mongo,,,,,1.0,55.0,11.0,,,,jpg
13053,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00056_004.bmp,s1_NIR_00056_004.bmp,casia-s1_NIR_00056_004.jpg,,,bmp,mongo,,,,,1.0,56.0,4.0,,,,jpg
13054,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00057_009.bmp,s1_NIR_00057_009.bmp,casia-s1_NIR_00057_009.jpg,,,bmp,mongo,,,,,1.0,57.0,9.0,,,,jpg
13055,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00058_005.bmp,s1_NIR_00058_005.bmp,casia-s1_NIR_00058_005.jpg,,,bmp,mongo,,,,,1.0,58.0,5.0,,,,jpg
13056,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00059_009.bmp,s1_NIR_00059_009.bmp,casia-s1_NIR_00059_009.jpg,,,bmp,mongo,,,,,1.0,59.0,9.0,,,,jpg
13058,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00061_005.bmp,s1_NIR_00061_005.bmp,casia-s1_NIR_00061_005.jpg,,,bmp,mongo,,,,,1.0,61.0,5.0,,,,jpg
13059,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00062_008.bmp,s1_NIR_00062_008.bmp,casia-s1_NIR_00062_008.jpg,,,bmp,mongo,,,,,1.0,62.0,8.0,,,,jpg
13060,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00063_003.bmp,s1_NIR_00063_003.bmp,casia-s1_NIR_00063_003.jpg,,,bmp,mongo,,,,,1.0,63.0,3.0,,,,jpg
13061,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00064_007.bmp,s1_NIR_00064_007.bmp,casia-s1_NIR_00064_007.jpg,,,bmp,mongo,,,,,1.0,64.0,7.0,,,,jpg
13062,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00065_012.bmp,s1_NIR_00065_012.bmp,casia-s1_NIR_00065_012.jpg,,,bmp,mongo,,,,,1.0,65.0,12.0,,,,jpg
13063,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00066_006.bmp,s1_NIR_00066_006.bmp,casia-s1_NIR_00066_006.jpg,,,bmp,mongo,,,,,1.0,66.0,6.0,,,,jpg
13064,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00067_008.bmp,s1_NIR_00067_008.bmp,casia-s1_NIR_00067_008.jpg,,,bmp,mongo,,,,,1.0,67.0,8.0,,,,jpg
13065,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00068_006.bmp,s1_NIR_00068_006.bmp,casia-s1_NIR_00068_006.jpg,,,bmp,mongo,,,,,1.0,68.0,6.0,,,,jpg
13066,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00069_002.bmp,s1_NIR_00069_002.bmp,casia-s1_NIR_00069_002.jpg,,,bmp,mongo,,,,,1.0,69.0,2.0,,,,jpg
13067,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00070_003.bmp,s1_NIR_00070_003.bmp,casia-s1_NIR_00070_003.jpg,,,bmp,mongo,,,,,1.0,70.0,3.0,,,,jpg
13068,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00071_008.bmp,s1_NIR_00071_008.bmp,casia-s1_NIR_00071_008.jpg,,,bmp,mongo,,,,,1.0,71.0,8.0,,,,jpg
13069,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_00071_006.bmp,s2_NIR_00071_006.bmp,casia-s2_NIR_00071_006.jpg,,,bmp,mongo,,,,,2.0,71.0,6.0,,,,jpg
13070,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00072_006.bmp,s1_NIR_00072_006.bmp,casia-s1_NIR_00072_006.jpg,,,bmp,mongo,,,,,1.0,72.0,6.0,,,,jpg
13071,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00073_013.bmp,s1_NIR_00073_013.bmp,casia-s1_NIR_00073_013.jpg,,,bmp,mongo,,,,,1.0,73.0,13.0,,,,jpg
13072,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_00073_006.bmp,s3_NIR_00073_006.bmp,casia-s3_NIR_00073_006.jpg,,,bmp,mongo,,,,,3.0,73.0,6.0,,,,jpg
13073,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00074_003.bmp,s1_NIR_00074_003.bmp,casia-s1_NIR_00074_003.jpg,,,bmp,mongo,,,,,1.0,74.0,3.0,,,,jpg
13074,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00075_005.bmp,s1_NIR_00075_005.bmp,casia-s1_NIR_00075_005.jpg,,,bmp,mongo,,,,,1.0,75.0,5.0,,,,jpg
13075,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00076_005.bmp,s1_NIR_00076_005.bmp,casia-s1_NIR_00076_005.jpg,,,bmp,mongo,,,,,1.0,76.0,5.0,,,,jpg
13077,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00078_003.bmp,s1_NIR_00078_003.bmp,casia-s1_NIR_00078_003.jpg,,,bmp,mongo,,,,,1.0,78.0,3.0,,,,jpg
13078,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00079_007.bmp,s1_NIR_00079_007.bmp,casia-s1_NIR_00079_007.jpg,,,bmp,mongo,,,,,1.0,79.0,7.0,,,,jpg
13079,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00080_007.bmp,s1_NIR_00080_007.bmp,casia-s1_NIR_00080_007.jpg,,,bmp,mongo,,,,,1.0,80.0,7.0,,,,jpg
13080,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00081_001.bmp,s1_NIR_00081_001.bmp,casia-s1_NIR_00081_001.jpg,,,bmp,mongo,,,,,1.0,81.0,1.0,,,,jpg
13081,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00082_004.bmp,s1_NIR_00082_004.bmp,casia-s1_NIR_00082_004.jpg,,,bmp,mongo,,,,,1.0,82.0,4.0,,,,jpg
13082,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00083_001.bmp,s1_NIR_00083_001.bmp,casia-s1_NIR_00083_001.jpg,,,bmp,mongo,,,,,1.0,83.0,1.0,,,,jpg
13084,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00085_004.bmp,s1_NIR_00085_004.bmp,casia-s1_NIR_00085_004.jpg,,,bmp,mongo,,,,,1.0,85.0,4.0,,,,jpg
13085,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00086_001.bmp,s1_NIR_00086_001.bmp,casia-s1_NIR_00086_001.jpg,,,bmp,mongo,,,,,1.0,86.0,1.0,,,,jpg
13086,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00087_008.bmp,s1_NIR_00087_008.bmp,casia-s1_NIR_00087_008.jpg,,,bmp,mongo,,,,,1.0,87.0,8.0,,,,jpg
13087,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00088_003.bmp,s1_NIR_00088_003.bmp,casia-s1_NIR_00088_003.jpg,,,bmp,mongo,,,,,1.0,88.0,3.0,,,,jpg
13088,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00089_007.bmp,s1_NIR_00089_007.bmp,casia-s1_NIR_00089_007.jpg,,,bmp,mongo,,,,,1.0,89.0,7.0,,,,jpg
13089,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00090_004.bmp,s1_NIR_00090_004.bmp,casia-s1_NIR_00090_004.jpg,,,bmp,mongo,,,,,1.0,90.0,4.0,,,,jpg
13090,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00091_012.bmp,s1_NIR_00091_012.bmp,casia-s1_NIR_00091_012.jpg,,,bmp,mongo,,,,,1.0,91.0,12.0,,,,jpg
13091,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00092_011.bmp,s1_NIR_00092_011.bmp,casia-s1_NIR_00092_011.jpg,,,bmp,mongo,,,,,1.0,92.0,11.0,,,,jpg
13092,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00093_001.bmp,s1_NIR_00093_001.bmp,casia-s1_NIR_00093_001.jpg,,,bmp,mongo,,,,,1.0,93.0,1.0,,,,jpg
13093,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00094_006.bmp,s1_NIR_00094_006.bmp,casia-s1_NIR_00094_006.jpg,,,bmp,mongo,,,,,1.0,94.0,6.0,,,,jpg
13094,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00095_009.bmp,s1_NIR_00095_009.bmp,casia-s1_NIR_00095_009.jpg,,,bmp,mongo,,,,,1.0,95.0,9.0,,,,jpg
13096,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00097_007.bmp,s1_NIR_00097_007.bmp,casia-s1_NIR_00097_007.jpg,,,bmp,mongo,,,,,1.0,97.0,7.0,,,,jpg
13097,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00098_011.bmp,s1_NIR_00098_011.bmp,casia-s1_NIR_00098_011.jpg,,,bmp,mongo,,,,,1.0,98.0,11.0,,,,jpg
13098,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00099_002.bmp,s1_NIR_00099_002.bmp,casia-s1_NIR_00099_002.jpg,,,bmp,mongo,,,,,1.0,99.0,2.0,,,,jpg
13099,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00100_005.bmp,s1_NIR_00100_005.bmp,casia-s1_NIR_00100_005.jpg,,,bmp,mongo,,,,,1.0,100.0,5.0,,,,jpg
13100,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00101_010.bmp,s1_NIR_00101_010.bmp,casia-s1_NIR_00101_010.jpg,,,bmp,mongo,,,,,1.0,101.0,10.0,,,,jpg
13101,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00102_003.bmp,s1_NIR_00102_003.bmp,casia-s1_NIR_00102_003.jpg,,,bmp,mongo,,,,,1.0,102.0,3.0,,,,jpg
13102,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00103_011.bmp,s1_NIR_00103_011.bmp,casia-s1_NIR_00103_011.jpg,,,bmp,mongo,,,,,1.0,103.0,11.0,,,,jpg
13104,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00105_005.bmp,s1_NIR_00105_005.bmp,casia-s1_NIR_00105_005.jpg,,,bmp,mongo,,,,,1.0,105.0,5.0,,,,jpg
13105,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00106_003.bmp,s1_NIR_00106_003.bmp,casia-s1_NIR_00106_003.jpg,,,bmp,mongo,,,,,1.0,106.0,3.0,,,,jpg
13106,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00107_009.bmp,s1_NIR_00107_009.bmp,casia-s1_NIR_00107_009.jpg,,,bmp,mongo,,,,,1.0,107.0,9.0,,,,jpg
13107,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_00107_015.bmp,s2_NIR_00107_015.bmp,casia-s2_NIR_00107_015.jpg,,,bmp,mongo,,,,,2.0,107.0,15.0,,,,jpg
13108,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00108_011.bmp,s1_NIR_00108_011.bmp,casia-s1_NIR_00108_011.jpg,,,bmp,mongo,,,,,1.0,108.0,11.0,,,,jpg
13109,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00109_002.bmp,s1_NIR_00109_002.bmp,casia-s1_NIR_00109_002.jpg,,,bmp,mongo,,,,,1.0,109.0,2.0,,,,jpg
13110,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00110_006.bmp,s1_NIR_00110_006.bmp,casia-s1_NIR_00110_006.jpg,,,bmp,mongo,,,,,1.0,110.0,6.0,,,,jpg
13111,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00111_005.bmp,s1_NIR_00111_005.bmp,casia-s1_NIR_00111_005.jpg,,,bmp,mongo,,,,,1.0,111.0,5.0,,,,jpg
13112,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00112_003.bmp,s1_NIR_00112_003.bmp,casia-s1_NIR_00112_003.jpg,,,bmp,mongo,,,,,1.0,112.0,3.0,,,,jpg
13113,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00113_011.bmp,s1_NIR_00113_011.bmp,casia-s1_NIR_00113_011.jpg,,,bmp,mongo,,,,,1.0,113.0,11.0,,,,jpg
13114,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00114_004.bmp,s1_NIR_00114_004.bmp,casia-s1_NIR_00114_004.jpg,,,bmp,mongo,,,,,1.0,114.0,4.0,,,,jpg
13115,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00115_004.bmp,s1_NIR_00115_004.bmp,casia-s1_NIR_00115_004.jpg,,,bmp,mongo,,,,,1.0,115.0,4.0,,,,jpg
13116,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00116_009.bmp,s1_NIR_00116_009.bmp,casia-s1_NIR_00116_009.jpg,,,bmp,mongo,,,,,1.0,116.0,9.0,,,,jpg
13117,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00117_005.bmp,s1_NIR_00117_005.bmp,casia-s1_NIR_00117_005.jpg,,,bmp,mongo,,,,,1.0,117.0,5.0,,,,jpg
13118,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00118_012.bmp,s1_NIR_00118_012.bmp,casia-s1_NIR_00118_012.jpg,,,bmp,mongo,,,,,1.0,118.0,12.0,,,,jpg
13119,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_00118_006.bmp,s2_NIR_00118_006.bmp,casia-s2_NIR_00118_006.jpg,,,bmp,mongo,,,,,2.0,118.0,6.0,,,,jpg
