,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,casia-session,casia-patient,casia-img_id,buaa-patient,buaa-image_type,customdb-patient,new_filetype,split
13622,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20440_001.bmp,s3_NIR_20440_001.bmp,casia-s3_NIR_20440_001.jpg,,,bmp,mongo,,,,,3.0,20440.0,1.0,,,,jpg,train
13623,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20441_003.bmp,s3_NIR_20441_003.bmp,casia-s3_NIR_20441_003.jpg,,,bmp,mongo,,,,,3.0,20441.0,3.0,,,,jpg,train
13624,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20442_002.bmp,s3_NIR_20442_002.bmp,casia-s3_NIR_20442_002.jpg,,,bmp,mongo,,,,,3.0,20442.0,2.0,,,,jpg,train
13625,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20443_017.bmp,s3_NIR_20443_017.bmp,casia-s3_NIR_20443_017.jpg,,,bmp,mongo,,,,,3.0,20443.0,17.0,,,,jpg,train
13626,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20444_001.bmp,s3_NIR_20444_001.bmp,casia-s3_NIR_20444_001.jpg,,,bmp,mongo,,,,,3.0,20444.0,1.0,,,,jpg,test
13627,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20445_005.bmp,s3_NIR_20445_005.bmp,casia-s3_NIR_20445_005.jpg,,,bmp,mongo,,,,,3.0,20445.0,5.0,,,,jpg,train
13628,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20446_010.bmp,s3_NIR_20446_010.bmp,casia-s3_NIR_20446_010.jpg,,,bmp,mongo,,,,,3.0,20446.0,10.0,,,,jpg,train
13629,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20447_018.bmp,s3_NIR_20447_018.bmp,casia-s3_NIR_20447_018.jpg,,,bmp,mongo,,,,,3.0,20447.0,18.0,,,,jpg,train
13630,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20448_020.bmp,s3_NIR_20448_020.bmp,casia-s3_NIR_20448_020.jpg,,,bmp,mongo,,,,,3.0,20448.0,20.0,,,,jpg,train
13631,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20449_005.bmp,s3_NIR_20449_005.bmp,casia-s3_NIR_20449_005.jpg,,,bmp,mongo,,,,,3.0,20449.0,5.0,,,,jpg,train
13632,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20450_016.bmp,s3_NIR_20450_016.bmp,casia-s3_NIR_20450_016.jpg,,,bmp,mongo,,,,,3.0,20450.0,16.0,,,,jpg,train
13633,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20451_004.bmp,s3_NIR_20451_004.bmp,casia-s3_NIR_20451_004.jpg,,,bmp,mongo,,,,,3.0,20451.0,4.0,,,,jpg,train
13634,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20452_004.bmp,s3_NIR_20452_004.bmp,casia-s3_NIR_20452_004.jpg,,,bmp,mongo,,,,,3.0,20452.0,4.0,,,,jpg,train
13635,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20453_001.bmp,s3_NIR_20453_001.bmp,casia-s3_NIR_20453_001.jpg,,,bmp,mongo,,,,,3.0,20453.0,1.0,,,,jpg,train
13636,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20454_008.bmp,s3_NIR_20454_008.bmp,casia-s3_NIR_20454_008.jpg,,,bmp,mongo,,,,,3.0,20454.0,8.0,,,,jpg,test
13637,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20455_008.bmp,s3_NIR_20455_008.bmp,casia-s3_NIR_20455_008.jpg,,,bmp,mongo,,,,,3.0,20455.0,8.0,,,,jpg,train
13638,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20456_003.bmp,s3_NIR_20456_003.bmp,casia-s3_NIR_20456_003.jpg,,,bmp,mongo,,,,,3.0,20456.0,3.0,,,,jpg,train
13639,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20457_018.bmp,s3_NIR_20457_018.bmp,casia-s3_NIR_20457_018.jpg,,,bmp,mongo,,,,,3.0,20457.0,18.0,,,,jpg,train
13640,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20458_011.bmp,s3_NIR_20458_011.bmp,casia-s3_NIR_20458_011.jpg,,,bmp,mongo,,,,,3.0,20458.0,11.0,,,,jpg,train
13641,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20459_003.bmp,s3_NIR_20459_003.bmp,casia-s3_NIR_20459_003.jpg,,,bmp,mongo,,,,,3.0,20459.0,3.0,,,,jpg,train
13642,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20460_016.bmp,s3_NIR_20460_016.bmp,casia-s3_NIR_20460_016.jpg,,,bmp,mongo,,,,,3.0,20460.0,16.0,,,,jpg,train
13643,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20461_014.bmp,s3_NIR_20461_014.bmp,casia-s3_NIR_20461_014.jpg,,,bmp,mongo,,,,,3.0,20461.0,14.0,,,,jpg,train
13644,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20462_012.bmp,s3_NIR_20462_012.bmp,casia-s3_NIR_20462_012.jpg,,,bmp,mongo,,,,,3.0,20462.0,12.0,,,,jpg,train
13645,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20463_006.bmp,s3_NIR_20463_006.bmp,casia-s3_NIR_20463_006.jpg,,,bmp,mongo,,,,,3.0,20463.0,6.0,,,,jpg,train
13646,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20464_011.bmp,s3_NIR_20464_011.bmp,casia-s3_NIR_20464_011.jpg,,,bmp,mongo,,,,,3.0,20464.0,11.0,,,,jpg,train
13647,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20465_019.bmp,s3_NIR_20465_019.bmp,casia-s3_NIR_20465_019.jpg,,,bmp,mongo,,,,,3.0,20465.0,19.0,,,,jpg,train
13648,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20466_003.bmp,s3_NIR_20466_003.bmp,casia-s3_NIR_20466_003.jpg,,,bmp,mongo,,,,,3.0,20466.0,3.0,,,,jpg,train
13649,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20467_011.bmp,s3_NIR_20467_011.bmp,casia-s3_NIR_20467_011.jpg,,,bmp,mongo,,,,,3.0,20467.0,11.0,,,,jpg,train
13650,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20468_013.bmp,s3_NIR_20468_013.bmp,casia-s3_NIR_20468_013.jpg,,,bmp,mongo,,,,,3.0,20468.0,13.0,,,,jpg,train
13651,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20469_005.bmp,s3_NIR_20469_005.bmp,casia-s3_NIR_20469_005.jpg,,,bmp,mongo,,,,,3.0,20469.0,5.0,,,,jpg,train
13652,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20470_012.bmp,s3_NIR_20470_012.bmp,casia-s3_NIR_20470_012.jpg,,,bmp,mongo,,,,,3.0,20470.0,12.0,,,,jpg,train
13653,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20471_003.bmp,s3_NIR_20471_003.bmp,casia-s3_NIR_20471_003.jpg,,,bmp,mongo,,,,,3.0,20471.0,3.0,,,,jpg,train
13654,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20472_008.bmp,s3_NIR_20472_008.bmp,casia-s3_NIR_20472_008.jpg,,,bmp,mongo,,,,,3.0,20472.0,8.0,,,,jpg,train
13655,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20473_020.bmp,s3_NIR_20473_020.bmp,casia-s3_NIR_20473_020.jpg,,,bmp,mongo,,,,,3.0,20473.0,20.0,,,,jpg,test
13656,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20474_009.bmp,s3_NIR_20474_009.bmp,casia-s3_NIR_20474_009.jpg,,,bmp,mongo,,,,,3.0,20474.0,9.0,,,,jpg,test
13657,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20475_008.bmp,s3_NIR_20475_008.bmp,casia-s3_NIR_20475_008.jpg,,,bmp,mongo,,,,,3.0,20475.0,8.0,,,,jpg,train
13658,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20476_004.bmp,s3_NIR_20476_004.bmp,casia-s3_NIR_20476_004.jpg,,,bmp,mongo,,,,,3.0,20476.0,4.0,,,,jpg,train
13659,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20477_017.bmp,s3_NIR_20477_017.bmp,casia-s3_NIR_20477_017.jpg,,,bmp,mongo,,,,,3.0,20477.0,17.0,,,,jpg,train
13660,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20478_006.bmp,s3_NIR_20478_006.bmp,casia-s3_NIR_20478_006.jpg,,,bmp,mongo,,,,,3.0,20478.0,6.0,,,,jpg,train
13661,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20479_002.bmp,s3_NIR_20479_002.bmp,casia-s3_NIR_20479_002.jpg,,,bmp,mongo,,,,,3.0,20479.0,2.0,,,,jpg,train
13662,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20480_008.bmp,s3_NIR_20480_008.bmp,casia-s3_NIR_20480_008.jpg,,,bmp,mongo,,,,,3.0,20480.0,8.0,,,,jpg,train
13663,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20481_010.bmp,s3_NIR_20481_010.bmp,casia-s3_NIR_20481_010.jpg,,,bmp,mongo,,,,,3.0,20481.0,10.0,,,,jpg,train
13664,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20482_016.bmp,s3_NIR_20482_016.bmp,casia-s3_NIR_20482_016.jpg,,,bmp,mongo,,,,,3.0,20482.0,16.0,,,,jpg,train
13665,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20483_003.bmp,s3_NIR_20483_003.bmp,casia-s3_NIR_20483_003.jpg,,,bmp,mongo,,,,,3.0,20483.0,3.0,,,,jpg,train
13666,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20484_014.bmp,s3_NIR_20484_014.bmp,casia-s3_NIR_20484_014.jpg,,,bmp,mongo,,,,,3.0,20484.0,14.0,,,,jpg,train
13667,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20485_017.bmp,s3_NIR_20485_017.bmp,casia-s3_NIR_20485_017.jpg,,,bmp,mongo,,,,,3.0,20485.0,17.0,,,,jpg,test
13668,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20486_008.bmp,s3_NIR_20486_008.bmp,casia-s3_NIR_20486_008.jpg,,,bmp,mongo,,,,,3.0,20486.0,8.0,,,,jpg,train
13669,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20487_013.bmp,s3_NIR_20487_013.bmp,casia-s3_NIR_20487_013.jpg,,,bmp,mongo,,,,,3.0,20487.0,13.0,,,,jpg,train
13670,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20488_016.bmp,s3_NIR_20488_016.bmp,casia-s3_NIR_20488_016.jpg,,,bmp,mongo,,,,,3.0,20488.0,16.0,,,,jpg,train
13671,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20489_003.bmp,s3_NIR_20489_003.bmp,casia-s3_NIR_20489_003.jpg,,,bmp,mongo,,,,,3.0,20489.0,3.0,,,,jpg,train
13672,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20490_003.bmp,s3_NIR_20490_003.bmp,casia-s3_NIR_20490_003.jpg,,,bmp,mongo,,,,,3.0,20490.0,3.0,,,,jpg,train
13673,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20491_001.bmp,s3_NIR_20491_001.bmp,casia-s3_NIR_20491_001.jpg,,,bmp,mongo,,,,,3.0,20491.0,1.0,,,,jpg,train
13674,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20492_006.bmp,s3_NIR_20492_006.bmp,casia-s3_NIR_20492_006.jpg,,,bmp,mongo,,,,,3.0,20492.0,6.0,,,,jpg,train
13675,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20493_008.bmp,s3_NIR_20493_008.bmp,casia-s3_NIR_20493_008.jpg,,,bmp,mongo,,,,,3.0,20493.0,8.0,,,,jpg,train
13676,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20494_019.bmp,s3_NIR_20494_019.bmp,casia-s3_NIR_20494_019.jpg,,,bmp,mongo,,,,,3.0,20494.0,19.0,,,,jpg,train
13677,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20495_006.bmp,s3_NIR_20495_006.bmp,casia-s3_NIR_20495_006.jpg,,,bmp,mongo,,,,,3.0,20495.0,6.0,,,,jpg,test
13678,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20496_003.bmp,s3_NIR_20496_003.bmp,casia-s3_NIR_20496_003.jpg,,,bmp,mongo,,,,,3.0,20496.0,3.0,,,,jpg,train
13679,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s3_NIR_20497_015.bmp,s3_NIR_20497_015.bmp,casia-s3_NIR_20497_015.jpg,,,bmp,mongo,,,,,3.0,20497.0,15.0,,,,jpg,train
13680,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30413_007.bmp,s4_NIR_30413_007.bmp,casia-s4_NIR_30413_007.jpg,,,bmp,mongo,,,,,4.0,30413.0,7.0,,,,jpg,train
13681,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30480_011.bmp,s4_NIR_30480_011.bmp,casia-s4_NIR_30480_011.jpg,,,bmp,mongo,,,,,4.0,30480.0,11.0,,,,jpg,train
13682,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30514_014.bmp,s4_NIR_30514_014.bmp,casia-s4_NIR_30514_014.jpg,,,bmp,mongo,,,,,4.0,30514.0,14.0,,,,jpg,test
13683,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30515_018.bmp,s4_NIR_30515_018.bmp,casia-s4_NIR_30515_018.jpg,,,bmp,mongo,,,,,4.0,30515.0,18.0,,,,jpg,train
13684,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30517_005.bmp,s4_NIR_30517_005.bmp,casia-s4_NIR_30517_005.jpg,,,bmp,mongo,,,,,4.0,30517.0,5.0,,,,jpg,train
13685,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30565_005.bmp,s4_NIR_30565_005.bmp,casia-s4_NIR_30565_005.jpg,,,bmp,mongo,,,,,4.0,30565.0,5.0,,,,jpg,train
13686,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30596_008.bmp,s4_NIR_30596_008.bmp,casia-s4_NIR_30596_008.jpg,,,bmp,mongo,,,,,4.0,30596.0,8.0,,,,jpg,train
13687,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30597_008.bmp,s4_NIR_30597_008.bmp,casia-s4_NIR_30597_008.jpg,,,bmp,mongo,,,,,4.0,30597.0,8.0,,,,jpg,train
13688,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30599_003.bmp,s4_NIR_30599_003.bmp,casia-s4_NIR_30599_003.jpg,,,bmp,mongo,,,,,4.0,30599.0,3.0,,,,jpg,train
13689,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30601_019.bmp,s4_NIR_30601_019.bmp,casia-s4_NIR_30601_019.jpg,,,bmp,mongo,,,,,4.0,30601.0,19.0,,,,jpg,train
13690,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30602_011.bmp,s4_NIR_30602_011.bmp,casia-s4_NIR_30602_011.jpg,,,bmp,mongo,,,,,4.0,30602.0,11.0,,,,jpg,train
13691,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30604_010.bmp,s4_NIR_30604_010.bmp,casia-s4_NIR_30604_010.jpg,,,bmp,mongo,,,,,4.0,30604.0,10.0,,,,jpg,train
13692,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30674_009.bmp,s4_NIR_30674_009.bmp,casia-s4_NIR_30674_009.jpg,,,bmp,mongo,,,,,4.0,30674.0,9.0,,,,jpg,train
13693,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30676_010.bmp,s4_NIR_30676_010.bmp,casia-s4_NIR_30676_010.jpg,,,bmp,mongo,,,,,4.0,30676.0,10.0,,,,jpg,train
13694,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30746_007.bmp,s4_NIR_30746_007.bmp,casia-s4_NIR_30746_007.jpg,,,bmp,mongo,,,,,4.0,30746.0,7.0,,,,jpg,train
13695,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30747_010.bmp,s4_NIR_30747_010.bmp,casia-s4_NIR_30747_010.jpg,,,bmp,mongo,,,,,4.0,30747.0,10.0,,,,jpg,train
13696,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30748_011.bmp,s4_NIR_30748_011.bmp,casia-s4_NIR_30748_011.jpg,,,bmp,mongo,,,,,4.0,30748.0,11.0,,,,jpg,train
13697,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30749_016.bmp,s4_NIR_30749_016.bmp,casia-s4_NIR_30749_016.jpg,,,bmp,mongo,,,,,4.0,30749.0,16.0,,,,jpg,train
13698,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30750_019.bmp,s4_NIR_30750_019.bmp,casia-s4_NIR_30750_019.jpg,,,bmp,mongo,,,,,4.0,30750.0,19.0,,,,jpg,train
13699,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30751_017.bmp,s4_NIR_30751_017.bmp,casia-s4_NIR_30751_017.jpg,,,bmp,mongo,,,,,4.0,30751.0,17.0,,,,jpg,train
13700,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30752_007.bmp,s4_NIR_30752_007.bmp,casia-s4_NIR_30752_007.jpg,,,bmp,mongo,,,,,4.0,30752.0,7.0,,,,jpg,train
13701,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30753_012.bmp,s4_NIR_30753_012.bmp,casia-s4_NIR_30753_012.jpg,,,bmp,mongo,,,,,4.0,30753.0,12.0,,,,jpg,train
13702,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30754_004.bmp,s4_NIR_30754_004.bmp,casia-s4_NIR_30754_004.jpg,,,bmp,mongo,,,,,4.0,30754.0,4.0,,,,jpg,train
13703,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30755_007.bmp,s4_NIR_30755_007.bmp,casia-s4_NIR_30755_007.jpg,,,bmp,mongo,,,,,4.0,30755.0,7.0,,,,jpg,train
13704,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30756_005.bmp,s4_NIR_30756_005.bmp,casia-s4_NIR_30756_005.jpg,,,bmp,mongo,,,,,4.0,30756.0,5.0,,,,jpg,train
13705,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30757_014.bmp,s4_NIR_30757_014.bmp,casia-s4_NIR_30757_014.jpg,,,bmp,mongo,,,,,4.0,30757.0,14.0,,,,jpg,train
13706,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30758_009.bmp,s4_NIR_30758_009.bmp,casia-s4_NIR_30758_009.jpg,,,bmp,mongo,,,,,4.0,30758.0,9.0,,,,jpg,train
13707,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30760_012.bmp,s4_NIR_30760_012.bmp,casia-s4_NIR_30760_012.jpg,,,bmp,mongo,,,,,4.0,30760.0,12.0,,,,jpg,train
13708,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30764_005.bmp,s4_NIR_30764_005.bmp,casia-s4_NIR_30764_005.jpg,,,bmp,mongo,,,,,4.0,30764.0,5.0,,,,jpg,train
13709,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30765_016.bmp,s4_NIR_30765_016.bmp,casia-s4_NIR_30765_016.jpg,,,bmp,mongo,,,,,4.0,30765.0,16.0,,,,jpg,train
13710,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30766_003.bmp,s4_NIR_30766_003.bmp,casia-s4_NIR_30766_003.jpg,,,bmp,mongo,,,,,4.0,30766.0,3.0,,,,jpg,train
13711,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30767_005.bmp,s4_NIR_30767_005.bmp,casia-s4_NIR_30767_005.jpg,,,bmp,mongo,,,,,4.0,30767.0,5.0,,,,jpg,train
13712,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30768_013.bmp,s4_NIR_30768_013.bmp,casia-s4_NIR_30768_013.jpg,,,bmp,mongo,,,,,4.0,30768.0,13.0,,,,jpg,train
13713,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30770_003.bmp,s4_NIR_30770_003.bmp,casia-s4_NIR_30770_003.jpg,,,bmp,mongo,,,,,4.0,30770.0,3.0,,,,jpg,train
13714,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30771_007.bmp,s4_NIR_30771_007.bmp,casia-s4_NIR_30771_007.jpg,,,bmp,mongo,,,,,4.0,30771.0,7.0,,,,jpg,train
13715,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30772_014.bmp,s4_NIR_30772_014.bmp,casia-s4_NIR_30772_014.jpg,,,bmp,mongo,,,,,4.0,30772.0,14.0,,,,jpg,train
13716,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30773_008.bmp,s4_NIR_30773_008.bmp,casia-s4_NIR_30773_008.jpg,,,bmp,mongo,,,,,4.0,30773.0,8.0,,,,jpg,train
13717,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30774_014.bmp,s4_NIR_30774_014.bmp,casia-s4_NIR_30774_014.jpg,,,bmp,mongo,,,,,4.0,30774.0,14.0,,,,jpg,train
13718,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30776_007.bmp,s4_NIR_30776_007.bmp,casia-s4_NIR_30776_007.jpg,,,bmp,mongo,,,,,4.0,30776.0,7.0,,,,jpg,train
13719,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30777_008.bmp,s4_NIR_30777_008.bmp,casia-s4_NIR_30777_008.jpg,,,bmp,mongo,,,,,4.0,30777.0,8.0,,,,jpg,train
13720,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30778_003.bmp,s4_NIR_30778_003.bmp,casia-s4_NIR_30778_003.jpg,,,bmp,mongo,,,,,4.0,30778.0,3.0,,,,jpg,train
13721,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30779_004.bmp,s4_NIR_30779_004.bmp,casia-s4_NIR_30779_004.jpg,,,bmp,mongo,,,,,4.0,30779.0,4.0,,,,jpg,train
13722,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30780_009.bmp,s4_NIR_30780_009.bmp,casia-s4_NIR_30780_009.jpg,,,bmp,mongo,,,,,4.0,30780.0,9.0,,,,jpg,train
13723,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30781_013.bmp,s4_NIR_30781_013.bmp,casia-s4_NIR_30781_013.jpg,,,bmp,mongo,,,,,4.0,30781.0,13.0,,,,jpg,test
13724,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30782_014.bmp,s4_NIR_30782_014.bmp,casia-s4_NIR_30782_014.jpg,,,bmp,mongo,,,,,4.0,30782.0,14.0,,,,jpg,train
13725,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30783_009.bmp,s4_NIR_30783_009.bmp,casia-s4_NIR_30783_009.jpg,,,bmp,mongo,,,,,4.0,30783.0,9.0,,,,jpg,test
13726,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30784_012.bmp,s4_NIR_30784_012.bmp,casia-s4_NIR_30784_012.jpg,,,bmp,mongo,,,,,4.0,30784.0,12.0,,,,jpg,train
13727,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30785_008.bmp,s4_NIR_30785_008.bmp,casia-s4_NIR_30785_008.jpg,,,bmp,mongo,,,,,4.0,30785.0,8.0,,,,jpg,train
13728,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30786_001.bmp,s4_NIR_30786_001.bmp,casia-s4_NIR_30786_001.jpg,,,bmp,mongo,,,,,4.0,30786.0,1.0,,,,jpg,train
13729,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30787_016.bmp,s4_NIR_30787_016.bmp,casia-s4_NIR_30787_016.jpg,,,bmp,mongo,,,,,4.0,30787.0,16.0,,,,jpg,train
13730,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30836_001.bmp,s4_NIR_30836_001.bmp,casia-s4_NIR_30836_001.jpg,,,bmp,mongo,,,,,4.0,30836.0,1.0,,,,jpg,train
13731,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s4_NIR_30839_009.bmp,s4_NIR_30839_009.bmp,casia-s4_NIR_30839_009.jpg,,,bmp,mongo,,,,,4.0,30839.0,9.0,,,,jpg,train
13732,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00001_004.jpg,s1_VIS_00001_004.jpg,casia-s1_VIS_00001_004.jpg,,,jpg,mongo,,,,,1.0,1.0,4.0,,,,jpg,train
13733,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00002_008.jpg,s1_VIS_00002_008.jpg,casia-s1_VIS_00002_008.jpg,,,jpg,mongo,,,,,1.0,2.0,8.0,,,,jpg,train
13734,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00003_002.jpg,s1_VIS_00003_002.jpg,casia-s1_VIS_00003_002.jpg,,,jpg,mongo,,,,,1.0,3.0,2.0,,,,jpg,train
13735,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00004_008.jpg,s1_VIS_00004_008.jpg,casia-s1_VIS_00004_008.jpg,,,jpg,mongo,,,,,1.0,4.0,8.0,,,,jpg,train
